mean_red,std_red,skewness_red,kurtosis_red,entropy_red,range_red,mean_green,std_green,skewness_green,kurtosis_green,entropy_green,range_green,mean_blue,std_blue,skewness_blue,kurtosis_blue,entropy_blue,range_blue,contrast_0_deg,correlation_0_deg,asm_0_deg,entropy_0_deg,contrast_45_deg,correlation_45_deg,asm_45_deg,entropy_45_deg,contrast_90_deg,correlation_90_deg,asm_90_deg,entropy_90_deg,contrast_135_deg,correlation_135_deg,asm_135_deg,entropy_135_deg,class
125.7914,37.27387672,0.016826088,-1.104789027,7.109373911,183,126.3362,35.15367078,0.050159724,-1.084435969,7.036482695,182,126.3748,32.22994764,0.065446089,-1.020840689,6.933968285,183,186.5620202,0.925904959,0.000276441,12.26878219,430.8644016,0.828691255,0.00020328,12.67151693,314.5817172,0.874456474,0.000237338,12.50315382,471.5827977,0.812498126,0.00020238,12.6871587,ravelling
126.0765,33.53419222,0.2238376,-0.56163318,7.043542713,187,125.9841,32.07258716,0.342387731,-0.225454795,6.981230816,198,128.3877,29.84236232,0.405767308,-0.009131408,6.88211297,196,145.4752525,0.930011842,0.000312575,12.04933912,294.9419447,0.858209853,0.000232564,12.43716315,154.5611111,0.925504053,0.000296919,12.11952226,230.396082,0.889248084,0.000251495,12.3334688,ravelling
116.3222,52.22702353,0.407933371,-0.83805802,7.569389486,242,114.821,51.16719612,0.399776262,-0.800480397,7.557608105,244,113.0268,49.28627478,0.376068866,-0.762213519,7.530912308,239,425.7634343,0.918925665,0.000158122,12.96442349,1070.996225,0.796612639,0.00011749,13.32637398,745.7744444,0.858327024,0.000133328,13.17916837,1003.590144,0.809419496,0.000123408,13.27013019,ravelling
184.0292,22.12200143,-0.502596776,-0.419435795,6.353621031,149,179.9639,20.54533029,-0.605882626,-0.192832818,6.246530512,148,179.9856,17.93339323,-0.728291534,0.341518262,6.06632892,147,51.02676768,0.940352752,0.000930619,10.72968873,115.7392103,0.865123134,0.00065806,11.22051666,62.30767677,0.927172591,0.000876798,10.84850541,94.08458321,0.890358149,0.000714832,11.10859328,ravelling
140.0846,35.84308082,-0.235751721,-0.590399425,7.103514749,171,139.4858,33.88112451,-0.332862457,-0.461413745,7.022598172,166,135.4398,31.27654035,-0.583366672,-0.054411934,6.892697756,164,18.09505051,0.992194191,0.000708907,10.90904701,69.31109071,0.970175819,0.000409059,11.70573051,45.31969697,0.980537525,0.00049248,11.45291764,53.02020202,0.977186122,0.000440799,11.57153681,ravelling
115.0318,33.3052937,0.640946752,0.369546405,7.008719629,215,115.2179,31.29346289,0.600225207,0.458748272,6.928207092,215,115.5105,29.85772412,0.525438344,0.555091159,6.874057048,217,100.6370707,0.949668797,0.000469166,11.70057412,273.953168,0.863449762,0.000304712,12.24528246,237.6092929,0.881837272,0.000333129,12.15665993,351.120906,0.824979591,0.00028283,12.35267563,ravelling
122.3608,39.3242549,-0.15697033,0.039678,7.306111603,245,121.284,39.53544921,-0.188804795,0.061200087,7.312671552,248,121.9305,38.68329187,-0.212441984,0.080640685,7.278761726,248,175.6862626,0.943277435,0.000244011,12.41680454,632.3686359,0.796373356,0.000153993,13.00231466,489.7208081,0.842186353,0.000171462,12.89301163,567.2457912,0.817358937,0.000160827,12.95747811,ravelling
173.8618,40.47311331,-0.754560378,0.207315255,7.248890663,214,164.0365,40.60755309,-0.71573527,0.235244218,7.256482263,217,155.3887,38.50731115,-0.636500199,0.272164431,7.184615253,215,114.7444444,0.964655983,0.000307316,12.14471577,205.5752474,0.936781004,0.000235619,12.46412526,192.0866667,0.940685702,0.000247944,12.3925279,377.2896643,0.883976576,0.000197221,12.69394215,ravelling
176.6429,34.6387237,-0.420206471,-0.14564569,7.102511357,199,161.308,33.66948672,-0.522468542,0.056868687,7.051707219,198,147.2805,30.81315985,-0.641744861,0.327388989,6.912810489,192,99.98505051,0.954833765,0.000317213,11.98518405,219.7498214,0.900310727,0.00023373,12.38979282,182.1842424,0.917431661,0.000250046,12.3050515,317.6252423,0.855955508,0.000199257,12.58983123,ravelling
113.294,38.25823524,0.065367068,-0.192210647,7.267918979,225,111.368,37.96558673,0.036358555,-0.136840338,7.257752117,224,111.9489,36.59658302,-0.007803074,-0.066753238,7.201937962,219,263.52,0.908168686,0.000239103,12.52082663,651.2645648,0.773832375,0.000166792,12.94821715,440.7244444,0.846859195,0.000189608,12.7844623,553.1253954,0.807908277,0.000177494,12.87626793,ravelling
116.5778,38.35401084,0.175921296,-0.19767351,7.2633879,222,116.2527,38.38668054,0.129245172,-0.218401584,7.271979925,220,117.1647,37.31503951,0.069365746,-0.221643517,7.239081488,219,155.5960606,0.946675111,0.000273462,12.28466724,463.3957759,0.841156674,0.00017727,12.83356572,346.0033333,0.881504343,0.00020048,12.6984703,423.2595654,0.85490181,0.000184042,12.79033596,ravelling
127.1206,21.32177421,-0.773601908,0.973008166,6.368388332,157,124.7849,20.35112852,-0.782800919,1.075410996,6.304260652,149,122.2537,18.37270629,-0.795668664,1.169537484,6.1583373,138,84.46868687,0.897556024,0.000620151,11.17995996,134.2295684,0.837682711,0.000512572,11.43790284,90.04878788,0.891534562,0.000613596,11.22044133,180.1908989,0.782070485,0.000460631,11.58304436,ravelling
122.2423,20.95010718,-0.587483347,0.376524666,6.360118062,139,122.0458,19.76032647,-0.652866207,0.693411048,6.2725485,141,121.9463,17.59364704,-0.792482835,1.38638418,6.082178862,146,32.45232323,0.958681354,0.000957734,10.57918831,69.24426079,0.911772523,0.000699581,11.03496456,50.15656566,0.936121798,0.000819891,10.82491849,84.61942659,0.892159322,0.000654979,11.13086654,ravelling
112.2825,39.30437754,0.045195848,-0.130219751,7.305877965,255,110.3306,39.49123072,0.022602176,-0.120007618,7.314438823,254,110.0649,39.00543408,-0.005345748,-0.100273981,7.292712022,255,284.5821212,0.90800485,0.000214687,12.60106001,735.3394552,0.762655391,0.000152145,13.02614556,506.5966667,0.836740791,0.000172416,12.87176305,631.2340577,0.796273119,0.000158672,12.97065407,ravelling
147.0143,34.6798918,-0.069695327,-0.553033278,7.029995844,189,149.1701,30.25682016,-0.161082307,-0.408051243,6.857032507,166,148.4907,26.40352085,-0.411873136,-0.021426493,6.691145213,152,71.71434343,0.962821717,0.000458132,11.60769386,109.1935517,0.943201088,0.0003662,11.88278904,92.16606061,0.95205189,0.0004025,11.76189933,195.6049383,0.898240646,0.000308298,12.13445077,ravelling
153.1422,36.18971648,-0.460176896,-0.486797405,7.079472515,200,153.5771,31.71710352,-0.536030407,-0.190604709,6.898542213,192,150.0272,27.51617452,-0.763091109,0.305778814,6.683208772,166,73.43131313,0.965220925,0.000419115,11.66160061,122.5132129,0.941985163,0.000341678,11.93417408,97.02969697,0.954002051,0.000390623,11.79092608,201.1270279,0.90479838,0.000284303,12.20083709,ravelling
190.4227,37.13709769,0.048663334,-1.132271994,7.043406767,159,187.172,35.02413762,0.081906807,-1.059892292,7.021542776,158,187.7495,31.83235696,0.095056866,-0.913081673,6.930974751,157,117.380404,0.952861572,0.000329492,11.97133807,176.9448016,0.92914917,0.000275553,12.20561278,120.5557576,0.951497345,0.000323304,12.00824202,262.4981124,0.894891804,0.000235114,12.41286926,ravelling
162.6212,50.40334027,-0.567471059,-0.64759115,7.478332791,222,148.676,49.71230455,-0.522120953,-0.706185063,7.461382572,226,135.1012,45.93985371,-0.485045516,-0.768823326,7.34877146,217,119.8727273,0.975277768,0.000282762,12.25801862,233.17437,0.951894051,0.000215377,12.59793112,235.0307071,0.951550497,0.000217901,12.60046431,440.5110703,0.90912335,0.000178587,12.85645329,ravelling
130.167,37.27303732,0.382327087,-0.916360937,7.079987213,163,129.1149,34.34165835,0.38816576,-0.913453507,6.968215559,152,128.7809,30.75049423,0.383173692,-0.889462946,6.829069036,144,75.95686869,0.96844856,0.000434752,11.66500695,247.6815631,0.897061052,0.000262098,12.33536472,155.7561616,0.935402648,0.000306127,12.10284578,194.8200184,0.919034887,0.000269338,12.24442303,ravelling
135.7555,38.60087201,0.065130804,-0.972578782,7.178716024,191,135.8404,33.92131672,0.032184009,-0.902177246,7.019794422,182,133.546,29.34278249,-0.077156499,-0.776667896,6.848238493,168,142.279798,0.941077612,0.000275645,12.17952635,193.8419549,0.919701022,0.00024605,12.332169,98.2810101,0.959183381,0.000320472,11.96521675,251.4266912,0.895833486,0.000218656,12.48321864,ravelling
155.3993,31.36290898,-0.764898796,0.261362901,6.891242687,171,147.3109,31.46966224,-0.816017855,0.391083308,6.884090424,180,138.7592,27.86682284,-0.847379423,0.526086675,6.704729425,167,79.39181818,0.958638594,0.000441373,11.63694094,156.8372615,0.91813682,0.000314747,12.04608398,78.43030303,0.95891695,0.000435838,11.66011948,145.9336802,0.923828675,0.000329139,12.00946698,ravelling
137.4176,27.69218681,-0.094756224,0.47511864,6.784617136,191,134.8292,25.07856111,-0.075648238,0.585060783,6.639739271,183,133.3624,24.61446457,-0.133862279,0.746615835,6.604134909,183,50.95535354,0.961231826,0.000704474,11.13418142,96.36659525,0.926795732,0.000504078,11.53967093,64.35262626,0.951334411,0.000613983,11.3046925,116.1962045,0.911740087,0.000478271,11.64619572,ravelling
127.7022,23.06208827,-0.671986331,0.409846203,6.483245989,170,127.0616,22.68979959,-0.717967296,0.569196498,6.456009103,163,125.8117,20.98288929,-0.69237369,0.656745691,6.346345057,155,71.33838384,0.929460969,0.000625273,11.2122075,160.5082134,0.840259425,0.000444032,11.66579727,115.0807071,0.885290412,0.000520508,11.47545824,179.2039588,0.821647989,0.000429801,11.72085476,ravelling
149.9644,33.60414755,-0.004616807,-0.737683792,7.027332999,185,151.3074,29.33059674,-0.054182212,-0.707132139,6.836901186,155,149.863,25.69924184,-0.195387847,-0.483132744,6.657635511,148,87.58161616,0.951717297,0.000386583,11.75382404,146.5246403,0.919199482,0.000320796,12.03141784,118.6180808,0.934580816,0.00034546,11.91013588,237.6927865,0.868927162,0.000256461,12.29848377,ravelling
133.7175,23.14834538,-1.063299643,0.934809462,6.356379902,150,131.4846,21.80471882,-1.085412983,1.123284954,6.281918887,147,128.098,19.14346353,-1.081772731,1.383958756,6.119134258,141,40.59181818,0.957423622,0.000927497,10.69270002,81.23875115,0.915193138,0.000696094,11.09543427,56.51,0.940945733,0.000840685,10.86216101,97.74308744,0.897959986,0.000651455,11.18871122,ravelling
125.3505,29.25005384,0.832880962,0.427741636,6.781637888,173,129.5307,28.66117683,0.804326169,0.476512579,6.760263226,177,131.977,27.47017421,0.708043307,0.459909705,6.724493804,177,139.7811111,0.914475474,0.000465029,11.6926215,376.2861953,0.769176144,0.000316845,12.18334219,208.0218182,0.872382229,0.000380476,11.94976455,235.238241,0.855693647,0.000351126,12.03754321,ravelling
139.1947,42.15029528,0.167835795,-1.223046782,7.217381513,184,135.9135,38.8028996,0.172165121,-1.149218626,7.136913927,181,131.7341,34.63189566,0.178615921,-0.968985046,7.030254949,190,102.570404,0.966660418,0.000329538,11.98687157,293.2414039,0.90476154,0.000222482,12.51035707,186.4241414,0.939476198,0.000273426,12.26558876,244.3663912,0.920633632,0.000231159,12.45880811,ravelling
153.117,38.0774541,-1.025741791,0.588601032,7.062332297,216,149.0098,37.96787726,-0.949888766,0.490753084,7.088671351,216,142.2574,36.6899134,-0.83529204,0.446048429,7.080165501,219,148.2111111,0.948206147,0.000309713,12.14015275,405.6680951,0.858353732,0.000215725,12.60766964,231.6183838,0.918970072,0.000261682,12.3607047,274.520151,0.90414229,0.000242959,12.46135957,ravelling
180.8849,28.40990412,-0.38268582,-0.298089947,6.796411416,153,171.7602,27.71381778,-0.450480693,-0.15220042,6.768264563,153,167.3593,26.36946726,-0.505844227,0.135254392,6.708882541,161,42.74161616,0.97211208,0.000610846,11.18518629,136.4526069,0.910764769,0.00038334,11.84249231,85.52373737,0.944162631,0.000486879,11.53819544,106.3746556,0.930429338,0.000415107,11.70593252,ravelling
117.7461,12.40104168,-0.491714659,1.456743354,5.619407244,128,118.2758,11.99505458,-0.500260835,1.517981293,5.5691199,127,119.9668,11.12666607,-0.526178934,1.627149193,5.466104511,125,40.72545455,0.858869762,0.001501847,10.01632475,63.6201408,0.779634562,0.001209608,10.30247287,40.39232323,0.859803916,0.001491756,10.00834321,81.60779512,0.71732675,0.001126217,10.41755414,ravelling
136.2162,38.9335698,0.239501965,-0.980272589,7.189960325,185,133.7831,35.70709529,0.269283913,-0.915773565,7.079097943,176,132.2906,33.99889927,0.283995796,-0.741463868,7.043158286,186,76.57787879,0.971078916,0.000375125,11.80046518,244.0218345,0.907907549,0.000238748,12.41682341,195.8230303,0.926114218,0.000259086,12.31024888,273.3197633,0.896860042,0.000219817,12.51170677,ravelling
127.0534,40.66041009,-0.114126433,-0.307489525,7.322198341,225,122.7387,37.83760328,-0.088179165,-0.281502365,7.207490302,208,118.9176,36.9577084,-0.078928822,-0.209262032,7.172078372,204,46.21262626,0.984340211,0.000481553,11.46795977,75.58922559,0.974493004,0.000357455,11.85944347,44.10656566,0.985139113,0.000432451,11.62690587,95.93082339,0.967628157,0.000315908,12.02477188,ravelling
122.0668,42.15581974,0.170771252,-0.827009827,7.365223898,202,122.7805,38.74912799,0.176057341,-0.80147151,7.249146877,188,119.8057,36.06288878,0.156066114,-0.779718453,7.15046572,176,209.8492929,0.932251974,0.000207841,12.54128504,420.1863075,0.864601728,0.000157704,12.8998787,285.4676768,0.90787234,0.000178487,12.73776141,486.3399653,0.843262197,0.000151942,12.95598437,ravelling
125.0051,39.43320015,0.40764215,-0.415620468,7.233499327,215,122.9301,36.7923744,0.449311931,-0.280798542,7.144692562,208,121.8251,34.93092484,0.403479988,0.029464734,7.087592165,219,57.53575758,0.979342446,0.000515049,11.57007097,224.9825528,0.919285244,0.000289518,12.28596702,167.1536364,0.939931874,0.000324605,12.15797654,202.1702887,0.927462662,0.000288462,12.28863932,ravelling
101.884,45.1612704,0.739148107,1.080506971,7.322776491,234,97.8978,43.3216892,0.824875257,1.35008242,7.246145643,224,93.6636,42.00526437,0.766431401,1.312675842,7.224691259,222,51.26353535,0.98643597,0.000419901,11.60512931,85.20344863,0.977442747,0.000350184,11.85821587,49.14636364,0.987091153,0.000393429,11.67268313,105.2762983,0.972129063,0.000280336,12.11056775,ravelling
102.1151,42.41722117,0.267471187,-0.456780693,7.401459746,229,100.7833,42.5687719,0.260730557,-0.454723552,7.408848701,225,101.4325,41.90478068,0.264823282,-0.440454481,7.386022825,227,259.4267677,0.927884358,0.000188236,12.70406437,763.9672482,0.78604481,0.000130091,13.17577567,583.309596,0.836673526,0.000142404,13.06491264,711.1540659,0.800871912,0.000134182,13.13510777,ravelling
148.7535,41.10617639,-0.588104801,-0.395329379,7.262946086,199,140.1969,40.92289005,-0.571782071,-0.464675301,7.250912918,203,132.536,36.87131275,-0.598254748,-0.420779432,7.100071062,183,104.2722222,0.968043034,0.000291389,12.14130875,169.9148046,0.94807704,0.000238113,12.39304769,101.1474747,0.969077396,0.000284573,12.15058403,225.7771656,0.931002782,0.000212186,12.55925748,ravelling
125.6492,51.32349111,0.108845947,-0.896446008,7.617914964,252,123.2326,49.30008618,0.050353607,-0.869613425,7.571092118,241,121.4415,47.01764326,-0.008996412,-0.827471365,7.516593642,242,243.2229293,0.950350613,0.000175717,12.78092599,623.889297,0.872381497,0.0001269,13.1954133,457.8516162,0.906512824,0.000140399,13.06634843,621.8706254,0.87281179,0.000130731,13.17029554,ravelling
132.6926,21.98900419,-0.729015421,0.418940168,6.392325701,159,130.3947,20.56930023,-0.74572152,0.591931463,6.305961617,155,127.214,18.27944758,-0.762922131,0.96141039,6.148473908,148,79.3740404,0.906807507,0.000634257,11.13167193,153.0945822,0.819973855,0.000488046,11.49474481,114.999697,0.864848412,0.000564116,11.3213598,194.5490256,0.771199613,0.000452719,11.60534386,ravelling
132.32,24.34442852,-0.710442233,0.662202686,6.560882297,182,129.0646,22.8899853,-0.761277329,0.956209869,6.471778652,174,124.7236,20.75906075,-0.813561782,1.437375438,6.328002935,171,96.30909091,0.908328589,0.000522482,11.39374405,198.1445771,0.811826193,0.00038779,11.77648403,157.1856566,0.850877604,0.000437302,11.63511803,256.0928477,0.756789577,0.000356461,11.89682427,ravelling
134.7221,31.85242018,0.41734466,-0.246072838,6.976508704,176,138.0068,31.60846649,0.434504465,-0.244582052,6.964615095,172,139.7864,30.67090111,0.398953554,-0.225186342,6.932579921,171,159.6140404,0.919473933,0.000318988,12.06860786,388.0634629,0.804541104,0.000222836,12.53165799,205.3787879,0.896680566,0.000268957,12.274546,258.7301296,0.869694686,0.000248346,12.37977709,ravelling
117.7133,43.57763994,0.380152311,-0.483350609,7.411087433,223,117.4046,43.28192578,0.358929728,-0.411607942,7.405974342,228,116.4909,43.09799203,0.316717043,-0.356763846,7.404471031,232,189.6063636,0.949342441,0.000235471,12.46672313,351.5500459,0.905868272,0.000183823,12.77273636,298.5550505,0.920098779,0.000196623,12.70963585,529.8453219,0.858123804,0.000161884,12.94753158,ravelling
153.9322,29.73487184,-0.300015211,-0.507602338,6.863692906,174,154.3163,25.96513536,-0.34878485,-0.280336787,6.676967513,167,152.1567,22.73301443,-0.435678796,0.148729539,6.495080261,169,70.73606061,0.950127379,0.000460907,11.4659648,125.8371595,0.911061296,0.000351402,11.82833392,91.48838384,0.935324647,0.000389822,11.66335472,181.5222936,0.871657809,0.000300787,12.02161741,ravelling
159.0527,37.5070703,-0.705878608,-0.259510316,7.051924038,201,158.3722,33.2257922,-0.74452179,-0.10273154,6.893887698,178,153.9453,29.5896588,-0.821670278,0.180969987,6.750207193,169,78.73111111,0.965990802,0.000433022,11.68445998,159.7284971,0.9309811,0.00031938,12.06964121,126.879596,0.945088152,0.000369605,11.91572843,229.5997347,0.90076423,0.000289586,12.22836424,ravelling
104.0191,37.62466126,0.255266606,0.170458475,7.247764739,239,103.0194,38.02021862,0.214693988,0.190813441,7.260728679,242,104.2115,37.22599586,0.176910854,0.245315761,7.233604804,241,260.8775758,0.908796755,0.000238287,12.4748602,662.849097,0.768671887,0.000168078,12.90403494,455.7417172,0.840614509,0.000193184,12.75457913,580.513417,0.797406624,0.000176359,12.84397519,ravelling
149.5715,40.06900907,-0.385500861,-0.478524178,7.291169837,212,146.6389,38.33097581,-0.399091276,-0.445743939,7.229962728,204,140.8579,35.65434486,-0.433261899,-0.363607094,7.125494302,201,313.1733333,0.894563483,0.000191547,12.68387795,525.328742,0.82330126,0.000159469,12.91100069,357.9464646,0.879286644,0.00017967,12.75229806,635.0986634,0.786399048,0.00015062,12.98669759,ravelling
128.3114,38.37537791,0.550599398,-0.863234563,7.034542405,166,126.9926,35.17971213,0.571552094,-0.836424175,6.905104262,158,126.7072,31.25541662,0.575613377,-0.784198669,6.767707464,151,70.7289899,0.972105561,0.00055378,11.50284205,213.3005816,0.915498879,0.000330628,12.14392558,136.5622222,0.945931585,0.000388108,11.92860784,181.1984491,0.928217115,0.000344906,12.08990834,ravelling
121.5103,35.01105388,0.612816323,-0.326405965,7.045235063,199,125.268,34.14067334,0.540651796,-0.320831381,7.036081971,199,127.7065,33.14769913,0.465937362,-0.274011061,7.027951922,200,149.250404,0.9359563,0.00034047,12.00520444,373.4760739,0.83942846,0.00022739,12.50685063,200.4468687,0.914023408,0.000282038,12.24388886,245.8578716,0.89429193,0.000265137,12.31984586,ravelling
105.8047,33.71362867,-0.06286113,-0.063371022,7.084455879,196,105.0489,32.84396305,-0.062249283,0.078290069,7.025018632,187,104.3841,33.25686647,-0.080722424,0.118242964,7.036671105,187,41.10282828,0.981059559,0.00052238,11.39771959,70.26181002,0.967617179,0.000396301,11.7545153,52.90232323,0.975722277,0.000442751,11.606755,107.3028262,0.950545344,0.000336083,11.98158841,ravelling
121.9072,49.5722522,0.398804879,-0.817623772,7.480559635,231,119.4215,47.77283996,0.398850981,-0.734461275,7.471896415,234,117.7175,45.51427132,0.36392553,-0.578205822,7.456278694,241,147.7240404,0.967985579,0.000267167,12.32283938,395.4137333,0.913898317,0.000174236,12.85701535,254.3943434,0.94440506,0.00020201,12.66023001,357.9760229,0.922061465,0.000179638,12.80032558,ravelling
134.0081,40.46787657,0.071855661,-1.051574931,7.242104886,188,137.9608,36.98504919,0.047618856,-0.934563833,7.161019031,179,139.1881,33.92363657,-0.007843438,-0.730470862,7.08072344,181,102.3047475,0.963621334,0.000316146,12.00883719,268.345781,0.90474145,0.000219666,12.51289399,158.4255556,0.943897199,0.000270712,12.24543745,199.2816039,0.929260497,0.000236249,12.38610113,ravelling
113.6426,36.21364474,1.106129211,0.745201676,6.946250916,185,110.831,33.37192891,1.029463,0.50668004,6.842331062,179,107.4524,28.93880672,0.873929309,0.116950015,6.683536357,168,68.00131313,0.969683639,0.000550903,11.46867891,208.3176207,0.907255828,0.000352365,12.05067032,135.1940404,0.940327265,0.000422936,11.82804334,162.016733,0.927863246,0.000379827,11.94357253,ravelling
131.0157,35.41623432,0.42592734,-0.649058115,7.067905286,182,129.7409,33.24723699,0.421678894,-0.656875421,6.985280928,167,128.0351,30.28302277,0.337244552,-0.712813694,6.875703098,177,87.93282828,0.960893884,0.00036659,11.81558109,265.2695643,0.881785551,0.00025022,12.36692588,171.0319192,0.923543766,0.000290761,12.15979115,225.7942047,0.89937529,0.000250688,12.34020703,ravelling
178.9486,20.983564,-0.248176482,-0.549410986,6.361447996,129,175.4099,19.76011341,-0.329861065,-0.45370057,6.276288768,128,177.2274,17.69237376,-0.467567403,-0.098717257,6.118164897,123,49.04010101,0.937639323,0.000770085,10.81161128,105.7084991,0.865206956,0.00055895,11.24883011,53.86686869,0.931392472,0.000750617,10.85379131,83.22967044,0.893878861,0.000596447,11.14704503,ravelling
139.5815,42.17250476,0.052678655,-1.073838758,7.282362153,212,133.6728,38.2169745,0.039678871,-1.05675321,7.151754552,189,129.0643,34.79538138,-0.029887122,-0.841986522,7.082029145,194,59.70535354,0.980208639,0.000416667,11.68464511,222.7690032,0.926161557,0.000261223,12.35280055,166.640404,0.94483867,0.000298745,12.20008186,207.6235078,0.931194751,0.000270931,12.31274634,ravelling
142.0658,33.42099146,-0.24164751,-0.688099432,7.0385125,204,140.6821,31.37213795,-0.209999889,-0.516879391,6.971326509,199,139.5216,30.35055079,-0.192960127,-0.377384401,6.936060871,207,129.0467677,0.936287004,0.000295985,12.06607871,255.627589,0.874209874,0.000225849,12.43319536,193.8959596,0.90444809,0.000258331,12.27889647,336.2731354,0.834537555,0.000206892,12.55047221,ravelling
123.7841,37.65897353,0.219337214,-0.874868164,7.182162208,203,123.9674,35.75956567,0.223056242,-0.841920113,7.113986816,190,123.6619,33.40832214,0.193200465,-0.778171346,7.02883828,183,227.9387879,0.912178048,0.000220554,12.48731112,611.7192123,0.765107468,0.000156991,12.9355546,425.8431313,0.836489439,0.000180976,12.76233453,556.671258,0.786229671,0.000165252,12.87332418,ravelling
183.2921,41.09040737,-0.956227962,0.817727204,7.232481319,218,166.2398,41.62957237,-0.860958429,0.633519292,7.288730898,229,151.2238,40.22864295,-0.735034296,0.448172653,7.258993517,231,145.5251515,0.956487227,0.000244909,12.34570542,260.3986328,0.922343712,0.000204659,12.60646687,205.9267677,0.938796292,0.000226089,12.48152783,407.4541373,0.87850776,0.000173215,12.80414626,ravelling
